coordinates,url,magnitude,places,time,excel time,
"[-122.8256683, 38.840332, 0.89]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899276,0.8,"9km WNW of Cobb, California",1.50644E+12,9/26/2017 16:54:08.090 ,
"[-148.3694, 61.142, 20.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16910864,1.6,"44km NNE of Whittier, Alaska",1.50644E+12,9/26/2017 16:46:23.456 ,
"[-150.0798, 62.3953, 8.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16910865,1.1,"8km N of Talkeetna, Alaska",1.50644E+12,9/26/2017 16:45:38.515 ,
"[-116.2891667, 33.267, 10.76]",https://earthquake.usgs.gov/earthquakes/eventpage/ci37166916,0.89,"8km E of Borrego Springs, CA",1.50644E+12,9/26/2017 16:45:36.280 ,
"[-116.2926667, 33.2645, 11.07]",https://earthquake.usgs.gov/earthquakes/eventpage/ci37166908,0.77,"8km E of Borrego Springs, CA",1.50644E+12,9/26/2017 16:45:25.290 ,
"[-116.2946667, 33.2606667, 11.34]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38011224,0.83,"8km E of Borrego Springs, CA",1.50644E+12,9/26/2017 16:45:05.150 ,
"[-116.792, 33.5118333, 6.36]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38011216,0.55,"10km NE of Aguanga, CA",1.50644E+12,9/26/2017 16:40:26.890 ,
"[-147.5248, 63.5317, 72.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16910858,2,"72km ENE of Cantwell, Alaska",1.50644E+12,9/26/2017 16:35:46.387 ,
"[-116.7915, 33.5125, 6.07]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38011208,0.28,"10km NE of Aguanga, CA",1.50644E+12,9/26/2017 16:31:02.070 ,
"[-111.442, 42.5588333, 7.1]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249707,1.38,"17km SE of Soda Springs, Idaho",1.50644E+12,9/26/2017 16:25:29.640 ,
"[-118.8123333, 37.4715, 2.9]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899271,0.62,"24km SE of Mammoth Lakes, California",1.50644E+12,9/26/2017 16:21:16.670 ,
"[-115.8238333, 33.4855, 7.53]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38011192,1.03,"12km ESE of North Shore, CA",1.50644E+12,9/26/2017 16:18:22.510 ,
"[-118.8108368, 37.4708328, 3.87]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899266,1.54,"24km SE of Mammoth Lakes, California",1.50644E+12,9/26/2017 16:18:16.740 ,
"[-112.498, 46.9011667, 10.66]",https://earthquake.usgs.gov/earthquakes/eventpage/mb80257829,1.46,"15km ESE of Lincoln, Montana",1.50644E+12,9/26/2017 16:03:50.940 ,
"[-118.8023333, 37.6036667, 5.52]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899261,0.56,"15km ESE of Mammoth Lakes, California",1.50644E+12,9/26/2017 16:00:32.780 ,
"[-116.4451667, 33.4913333, 7.25]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38011152,0.57,"22km ESE of Anza, CA",1.50644E+12,9/26/2017 15:54:33.660 ,
"[-151.1462, 63.2954, 10.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16910225,0.6,"110km W of Cantwell, Alaska",1.50644E+12,9/26/2017 15:41:03.707 ,
"[-120.4111667, 35.9683333, 9.59]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899251,0.6,"19km SSW of Coalinga, California",1.50644E+12,9/26/2017 15:23:45.770 ,
"[-118.782, 37.4718333, 5.07]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899246,0.93,"25km SE of Mammoth Lakes, California",1.50644E+12,9/26/2017 15:21:53.230 ,
"[-111.1398333, 42.7365, 4.13]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249692,1.82,"17km W of Afton, Wyoming",1.50644E+12,9/26/2017 15:20:49.930 ,
"[-116.2898333, 33.3028333, 10.93]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38011112,2.13,"10km ENE of Borrego Springs, CA",1.50644E+12,9/26/2017 15:18:28.770 ,
"[-111.4364, 42.61, 9.35]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000auyd,2.6,"14km ESE of Soda Springs, Idaho",1.50644E+12,9/26/2017 15:18:09.180 ,
"[-118.821, 37.6035, 4.3]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899236,2.73,"14km ESE of Mammoth Lakes, California",1.50644E+12,9/26/2017 15:17:53.310 ,
"[-155.504837, 19.1884995, 37]",https://earthquake.usgs.gov/earthquakes/eventpage/hv61922126,1.89,"3km SW of Pahala, Hawaii",1.50644E+12,9/26/2017 15:08:50.250 ,
"[-146.3857, 61.4705, 26]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16910217,1.3,"37km N of Valdez, Alaska",1.50644E+12,9/26/2017 15:07:48.368 ,
"[-110.983, 44.7673333, 6.21]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249682,0.44,"15km NE of West Yellowstone, Montana",1.50644E+12,9/26/2017 15:01:51.300 ,
"[-118.8363333, 37.6011667, 2.96]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899226,0.39,"13km ESE of Mammoth Lakes, California",1.50644E+12,9/26/2017 15:00:31.710 ,
"[-112.0906667, 41.9403333, 4.24]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249677,1.01,"19km WSW of Lewiston, Utah",1.50644E+12,9/26/2017 14:59:35.140 ,
"[-122.7923355, 38.80/nc72898861,0.56,"14km ESE of Mammoth Lakes, California",1506366273700
"[-121.7015, 46.8795, 0.48]",https://earthquake.usgs.gov/earthquakes/eventpage/uw61333656,0.71,"30km N of Packwood, Washington",1506366173420
"[-155.9506667, 19.5408333, 15.491]",https://earthquake.usgs.gov/earthquakes/eventpage/hv61921056,2.06,"2km WSW of Honalo, Hawaii",1506366154290
"[-122.8273315, 38.8448334, 1.79]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72898856,0.69,"9km WNW of Cobb, California",1506365722260
"[-118.4445, 35.5745, 10.25]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010408,1.27,"5km ESE of Bodfish, CA",1506365436790
"[-116.8626667, 34.3433333, -1.71]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010416,1.17,"9km N of Big Bear City, CA",1506365362690
"[-112.7128333, 41.8725, 4.98]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249527,1.29,"48km WNW of Tremonton, Utah",1506365138370
"[-150.8412, 63.1559, 127.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16903609,2.1,"98km WSW of Cantwell, Alaska",1506365025793
"[-116.7908333, 33.4956667, 4.4]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010400,1.04,"9km NE of Aguanga, CA",1506364534100
"[-119.689, 40.0864, 4.7]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00606969,1.1,"48km N of Spanish Springs, Nevada",1506364516065
"[-118.9195, 37.5783333, 2.49]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72898851,0.14,"9km SSE of Mammoth Lakes, California",1506364492680
"[-116.7938333, 33.4968333, 4.14]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010392,0.62,"9km NE of Aguanga, CA",1506364471260
"[-152.9206, 59.553, 96.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16903599,2.5,"66km WSW of Anchor Point, Alaska",1506364455966
"[-112.5255, 46.8666667, 10.23]",https://earthquake.usgs.gov/earthquakes/eventpage/mb80257649,1.4,"15km SE of Lincoln, Montana",1506364202040
"[-120.7818333, 36.209, 7.55]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72898846,1.62,"30km E of King City, California",1506364136870
"[-112.5251667, 46.8665, 10.3]",https://earthquake.usgs.gov/earthquakes/eventpage/mb80257644,1.05,"15km SE of Lincoln, Montana",1506363692190
"[-116.7926667, 33.4945, 4.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010376,1.42,"9km NE of Aguanga, CA",1506363664230
"[106.3876, -5.9298, 150.05]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000aufz,5.1,"10km ENE of Langgen, Indonesia",1506363043200
"[-122.7816667, 38.84, 1.39]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72898831,0.35,"5km WNW of Cobb, California",1506362994710
"[-116.7339, 37.1281, 3.6]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00606966,0,"24km N of Beatty, Nevada",1506362896961
"[-122.104, 37.324, -0.31]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72898836,1.32,"3km S of Loyola, California",1506362896010
"[-111.6156667, 46.3168333, -2]",https://earthquake.usgs.gov/earthquakes/eventpage/mb80257639,1.36,"7km W of Townsend, Montana",1506362284340
"[-153.0973, 59.6743, 107.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16903579,1.9,"72km W of Anchor Point, Alaska",1506362236653
2, 64.8678, 12.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908947,0.2,"34km NNE of North Nenana, Alaska",1.50643E+12,9/26/2017 13:12:31.044 ,
"[-148.8703, 64.8728, 10.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908946,0.3,"34km NNE of North Nenana, Alaska",1.50643E+12,9/26/2017 13:10:56.991 ,
"[-115.5998333, 33.196, 3.24]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38011032,1.31,"9km WSW of Niland, CA",1.50643E+12,9/26/2017 13:06:35.640 ,
"[-118.8281667, 37.4826667, 2.47]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899191,0.72,"22km SE of Mammoth Lakes, California",1.50643E+12,9/26/2017 13:03:26.170 ,
"[-119.0168333, 37.5328333, 3.01]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899186,0.67,"13km SSW of Mammoth Lakes, California",1.50643E+12,9/26/2017 13:02:18.000 ,
"[-116.7881667, 33.5116667, 6.72]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38011024,0.52,"10km NE of Aguanga, CA",1.50643E+12,9/26/2017 13:01:25.500 ,
"[-153.5507, 57.5978, 9.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949325,1.3,"26km ENE of Larsen Bay, Alaska",1.50643E+12,9/26/2017 12:49:39.945 ,
"[-150.7286, 62.9807, 109.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908944,1.5,"79km NNW of Talkeetna, Alaska",1.50643E+12,9/26/2017 12:48:14.548 ,
"[-132.545, 57.8313, 1.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949323,1.4,"116km NNE of Petersburg, Alaska",1.50643E+12,9/26/2017 12:41:07.875 ,
"[-116.717, 33.665, 16.96]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38011016,0.63,"8km S of Idyllwild, CA",1.50643E+12,9/26/2017 12:38:44.410 ,
"[-116.6051667, 33.9551667, 10.63]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38011008,0.72,"8km NW of Garnet, CA",1.50643E+12,9/26/2017 12:31:17.620 ,
"[-118.8286667, 37.6186667, 4.74]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899176,0.42,"13km ESE of Mammoth Lakes, California",1.50643E+12,9/26/2017 12:30:38.090 ,
"[-177.9939, 51.4819, 42.9]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908941,1.9,"45km SSE of Tanaga Volcano, Alaska",1.50643E+12,9/26/2017 12:27:50.068 ,
"[-179.9246, 51.994, 156.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949321,2.3,"32km E of Semisopochnoi Island, Alaska",1.50643E+12,9/26/2017 12:21:55.529 ,
"[-114.7648, 37.2781, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607093,0.5,"36km ESE of Alamo, Nevada",1.50643E+12,9/26/2017 12:17:05.152 ,
"[-74.1449, -37.4108, 11.74]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000auwv,4.8,"49km WNW of Lebu, Chile",1.50643E+12,9/26/2017 12:14:46.930 ,
"[-156.8671, 57.0274, 77.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949320,1.7,"144km NE of Chignik Lake, Alaska",1.50643E+12,9/26/2017 12:13:51.233 ,
"[-118.7861667, 37.5943333, 4.9]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899171,1.37,"17km ESE of Mammoth Lakes, California",1.50643E+12,9/26/2017 12:13:35.870 ,
"[-153.0976, 58.7839, 68.4]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949319,1.6,"117km NNW of Kodiak, Alaska",1.50643E+12,9/26/2017 12:12:40.144 ,
"[-155.2936667, 19.3648333, 29.473]",https://earthquake.usgs.gov/earthquakes/eventpage/hv61921941,1.75,"9km SW of Volcano, Hawaii",1.50643E+12,9/26/2017 12:10:55.790 ,
"[-118.8383, 38.3898, 1.2]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607091,0.2,"23km SW of Hawthorne, Nevada",1.50643E+12,9/26/2017 12:04:53.249 ,
"[-122.2055, 37.868, 6.09]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899166,0.41,"2km WSW of Orinda, California",1.50643E+12,9/26/2017 12:03:00.710 ,
"[-112.5236667, 46.875, 12.13]",https://earthquake.usgs.gov/earthquakes/eventpage/mb80257784,0.86,"14km SE of Lincoln, Montana",1.50643E+12,9/26/2017 11:54:57.290 ,
"[-116.852, 33.9445, 18.25]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010984,0.51,"3km NE of Banning, CA",1.50643E+12,9/26/2017 11:53:16.230 ,
"[-112.5246667, 46.8711667, 11.47]",https://earthquake.usgs.gov/earthquakes/eventpage/mb80257779,1.22,"15km SE of Lincoln, Montana",1.50643E+12,9/26/2017 11:50:12.780 ,
"[-151.0017, 63.0698, 125.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908309,2.6,"94km NNW of Talkeetna, Alaska",1.50643E+12,9/26/2017 11:44:33.590 ,
"[-140.0459, 60.021, 7.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908307,1.4,"55km NNW of Yakutat, Alaska",1.50643E+12,9/26/2017 11:34:16.703 ,
"[-122.7396698, 38.8050003, 1.43]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899161,1.45,"2km SW of Cobb, California",1.50643E+12,9/26/2017 11:25:43.390 ,
"[168.1159, -17.1048, 50.5]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000auwh,4.6,"72km NNW of Port-Vila, Vanuatu",1.50642E+12,9/26/2017 11:22:49.320 ,
"[-166.412, 53.8051, 14.4]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908306,1.2,"11km SE of Unalaska, Alaska",1.50642E+12,9/26/2017 11:16:10.466 ,
"[-150.729, 64.3332, 12.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908305,0.9,"74km S of Manley Hot Springs, Alaska",1.50642E+12,9/26/2017 11:12:43.298 ,
"[-118.828, 38.3566, 0]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607089,0.4,"25km SW of Hawthorne, Nevada",1.50642E+12,9/26/2017 11:11:07.411 ,
"[-152.7411, 59.5065, 69.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908302,1.9,"59km WSW of Anchor Point, Alaska",1.50642E+12,9/26/2017 11:09:07.684 ,
"[-112.4815, 38.7561667, 9.29]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249657,1.69,"27km SSW of Fillmore, Utah",1.50642E+12,9/26/2017 11:08:06.980 ,
"[-118.3569, 38.5826, 7]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607061,-0.3,"24km ENE of Hawthorne, Nevada",1.50642E+12,9/26/2017 11:04:05.212 ,
"[-116.7556667, 33.3286667, 13.65]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010976,0.67,"10km N of Lake Henshaw, CA",1.50642E+12,9/26/2017 11:03:56.080 ,
"[-111.3871667, 44.8185, 11.24]",https://earthquake.usgs.gov/earthquakes/eventpage/mb80257774,1.11,"28km NW of West Yellowstone, Montana",1.50642E+12,9/26/2017 10:49:32.160 ,
"[-110.8171667, 43.6061667, 1.17]",https://earthquake.usgs.gov/earthquakes/eventpage/mb80257769,0.2,"9km NNE of Moose Wilson Road, Wyoming",1.50642E+12,9/26/2017 10:48:46.580 ,
"[-149.1415, 66.1164, 10.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908300,0.9,"135km SSE of Coldfoot, Alaska",1.50642E+12,9/26/2017 10:48:14.666 ,
"[-118.8761667, 37.5236667, 3.79]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899151,0.46,"16km SSE of Mammoth Lakes, California",1.50642E+12,9/26/2017 10:46:42.910 ,
"[-116.7931667, 33.508, 5.78]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010968,0.43,"10km NE of Aguanga, CA",1.50642E+12,9/26/2017 10:35:09.830 ,
"[-147.3399, 64.4351, 6.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908298,0.7,"23km WSW of Salcha, Alaska",1.50642E+12,9/26/2017 10:31:06.285 ,
"[-112.5236667, 46.8521667, 9.22]",https://earthquake.usgs.gov/earthquakes/eventpage/mb80258004,0.64,"16km SE of Lincoln, Montana",1.50642E+12,9/26/2017 10:28:31.540 ,
"[-112.5278333, 46.8676667, 9.89]",https://earthquake.usgs.gov/earthquakes/eventpage/mb80257764,0.78,"15km SE of Lincoln, Montana",1.50642E+12,9/26/2017 10:28:09.020 ,
"[-118.1336, 37.3086, 14.3]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607102,0.1,"21km NE of Big Pine, California",1.50642E+12,9/26/2017 10:17:34.113 ,
"[-139.9572, 61.1571, 5.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908296,1.6,"140km WNW of Haines Junction, Canada",1.50642E+12,9/26/2017 10:14:32.410 ,
"[-116.7966667, 33.4958333, 2.19]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010960,0.18,"9km NE of Aguanga, CA",1.50642E+12,9/26/2017 10:12:35.360 ,
"[-118.8963, 38.401, 10.7]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607058,1,"27km WSW of Hawthorne, Nevada",1.50642E+12,9/26/2017 10:03:52.880 ,
"[-153.2644, 60.0718, 129.8]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949310,1.6,"54km SSW of Redoubt Volcano, Alaska",1.50642E+12,9/26/2017 09:57:07.018 ,
"[-119.0398333, 37.6335, -2.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899146,0.75,"6km WSW of Mammoth Lakes, California",1.50642E+12,9/26/2017 09:53:03.920 ,
"[-119.0413333, 37.6336667, -1.57]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899136,1.49,"6km WSW of Mammoth Lakes, California",1.50642E+12,9/26/2017 09:51:38.990 ,
"[-147.8181, 63.4737, 2.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908294,1.4,"57km E of Cantwell, Alaska",1.50642E+12,9/26/2017 09:44:48.568 ,
"[-152.9641, 60.3111, 134.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949308,1.7,"22km SSW of Redoubt Volcano, Alaska",1.50642E+12,9/26/2017 09:41:55.220 ,
"[-116.7981667, 33.5038333, 4.59]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010944,0.29,"9km NE of Aguanga, CA",1.50642E+12,9/26/2017 09:38:05.650 ,
"[-146.4971, 63.7422, 9.7]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908293,0.8,"49km SW of Delta Junction, Alaska",1.50642E+12,9/26/2017 09:36:08.790 ,
"[-117.1043333, 34.0325, 5.61]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010936,1.35,"5km SSE of Mentone, CA",1.50642E+12,9/26/2017 09:34:50.150 ,
"[-116.7918333, 33.5006667, 5.74]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010920,0.24,"9km NE of Aguanga, CA",1.50642E+12,9/26/2017 09:27:34.040 ,
"[-118.9319992, 37.597332, 0.22]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899131,1.31,"6km SSE of Mammoth Lakes, California",1.50642E+12,9/26/2017 09:26:06.250 ,
"[-151.8017, 59.9121, 74.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908292,1.7,"15km N of Anchor Point, Alaska",1.50642E+12,9/26/2017 09:25:40.616 ,
"[-148.402, 60.1704, 11.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16908290,1.7,"55km E of Bear Creek, Alaska",1.50642E+12,9/26/2017 09:23:16.960 ,
"[-118.4623333, 37.3881667, 5.05]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899126,0.26,"3km NNW of West Bishop, California",1.50642E+12,9/26/2017 09:23:02.060 ,
"[-116.7948333, 33.5065, 4.67]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010912,0.31,"10km NE of Aguanga, CA",1.50642E+12,9/26/2017 09:14:38.800 ,
"[-116.7918333, 33.5043333, 4.83]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010904,0.74,"10km NE of Aguanga, CA",1.50642E+12,9/26/2017 09:13:53.550 ,
"[-153.871, 57.3937, 48.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949304,1.7,"17km SSE of Larsen Bay, Alaska",1.50642E+12,9/26/2017 08:54:40.631 ,
"[-119.0191667, 37.5346667, 3.67]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899116,0.26,"13km SSW of Mammoth Lakes, California",1.50642E+12,9/26/2017 08:50:14.690 ,
"[-150.6564, 63.2669, 130.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949303,1.2,"86km W of Cantwell, Alaska",1.50642E+12,9/26/2017 08:42:40.742 ,
"[-118.8949, 38.3653, 6.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607053,3.4,"29km SW of Hawthorne, Nevada",1.50642E+12,9/26/2017 08:40:06.305 ,
"[-116.7911667, 33.5098333, 6.32]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010880,0.82,"10km NE of Aguanga, CA",1.50642E+12,9/26/2017 08:38:30.330 ,
"[-119.0225, 37.5205, 2.13]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899106,1.38,"14km SSW of Mammoth Lakes, California",1.50641E+12,9/26/2017 08:35:57.350 ,
"[-118.1228, 37.2957, 14.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607090,-0.2,"20km NE of Big Pine, California",1.50641E+12,9/26/2017 08:31:57.096 ,
"[-118.8108368, 37.470665, 4.04]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899101,1.52,"24km SE of Mammoth Lakes, California",1.50641E+12,9/26/2017 08:28:15.070 ,
"[-145.2525, 63.3098, 5.4]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16907660,2.5,"62km S of Deltana, Alaska",1.50641E+12,9/26/2017 08:22:19.904 ,
"[178.9119, -24.5478, 550.61]",https://earthquake.usgs.gov/earthquakes/eventpage/us2000auvl,4.9,South of the Fiji Islands,1.50641E+12,9/26/2017 08:15:45.870 ,
"[-151.558, 61.3722, 73.1]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16907657,1.7,"77km N of Nikiski, Alaska",1.50641E+12,9/26/2017 08:15:44.657 ,
"[-117.9098333, 34.4353333, 11.01]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010864,0.58,"8km S of Pearblossum, CA",1.50641E+12,9/26/2017 08:15:13.590 ,
"[-118.8996, 38.399, 10.5]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607084,1.1,"27km WSW of Hawthorne, Nevada",1.50641E+12,9/26/2017 08:14:46.395 ,
"[-162.1783, 52.6348, 5.8]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949300,2.8,"259km SSE of False Pass, Alaska",1.50641E+12,9/26/2017 08:14:07.211 ,
"[-116.4375, 33.4388333, 9.57]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010856,1.11,"21km NNW of Borrego Springs, CA",1.50641E+12,9/26/2017 08:06:45.840 ,
"[-116.7956667, 33.5125, 5.09]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010848,0.38,"10km NE of Aguanga, CA",1.50641E+12,9/26/2017 08:03:47.640 ,
"[-146.6643, 61.4913, 19.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16907655,1.3,"43km NNW of Valdez, Alaska",1.50641E+12,9/26/2017 07:58:38.967 ,
"[-147.6643, 61.6414, 22.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16907652,1.7,"65km ESE of Sutton-Alpine, Alaska",1.50641E+12,9/26/2017 07:52:42.070 ,
"[-152.2404, 59.9305, 72.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16907651,1.5,"28km NW of Anchor Point, Alaska",1.50641E+12,9/26/2017 07:39:42.373 ,
"[-153.6597, 58.8354, 4.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949296,1.3,"124km SE of Old Iliamna, Alaska",1.50641E+12,9/26/2017 07:34:34.342 ,
"[-118.9136658, 37.5758324, -1.18]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899096,1.11,"9km SSE of Mammoth Lakes, California",1.50641E+12,9/26/2017 07:27:04.340 ,
"[-122.8078333, 38.8245, 2.94]",https://earthquake.usgs.gov/earthquakes/eventpage/nc72899091,1.42,"6km NW of The Geysers, California",1.50641E+12,9/26/2017 07:26:35.100 ,
"[-116.7935, 33.5036667, 4.79]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010840,0.26,"10km NE of Aguanga, CA",1.50641E+12,9/26/2017 07:18:20.880 ,
"[-135.8603, 66.702, 16.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16907650,2,"92km SSW of Fort McPherson, Canada",1.50641E+12,9/26/2017 07:16:33.440 ,
"[-151.1812, 63.2233, 2.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16907649,0.7,"113km W of Cantwell, Alaska",1.50641E+12,9/26/2017 07:15:31.156 ,
"[-116.7631667, 33.3248333, 13.15]",https://earthquake.usgs.gov/earthquakes/eventpage/ci38010832,0.79,"9km N of Lake Henshaw, CA",1.50641E+12,9/26/2017 07:12:57.140 ,
"[-149.3942, 64.5005, 12.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16907647,0.3,"16km WSW of North Nenana, Alaska",1.50641E+12,9/26/2017 07:12:22.310 ,
"[-152.82, 59.4363, 78.5]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949292,1.6,"67km SW of Anchor Point, Alaska",1.50641E+12,9/26/2017 07:09:05.435 ,
"[-117.1027, 37.3909, 7.7]",https://earthquake.usgs.gov/earthquakes/eventpage/nn00607080,0.1,"37km SSE of Goldfield, Nevada",1.50641E+12,9/26/2017 07:04:24.007 ,
"[-149.778, 62.2517, 10.2]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16907646,1.1,"10km NNE of Y, Alaska",1.50641E+12,9/26/2017 06:47:25.621 ,
"[-110.6513333, 44.8206667, 6.96]",https://earthquake.usgs.gov/earthquakes/eventpage/uu60249632,2.87,"39km ENE of West Yellowstone, Montana",1.50641E+12,9/26/2017 06:31:10.180 ,
"[-152.1721, 59.3036, 66.6]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16907641,2.2,"51km SW of Homer, Alaska",1.50641E+12,9/26/2017 06:30:01.881 ,
"[-152.737, 59.5006, 82.3]",https://earthquake.usgs.gov/earthquakes/eventpage/ak16949289,1.7,"59km WSW of Anchor Point, Alaska",1.50641E+12,9/26/2017 06:22:06.287 ,
